x1,x2
8.046815169,9.741152413
8.408520185,8.7632696
9.195914812,10.85318113
9.914700765,11.17425987
8.576699605,9.042849438
8.922402508,8.406468937
7.822131639,9.223187824
10.67636615,10.89169137
11.16287532,11.20299807
7.666450949,9.899083735
8.984549623,7.958008216
9.061460431,9.549088743
8.389886712,10.56202142
8.393504746,10.62698794
8.979009261,8.280614943
9.167912587,9.465838285
8.961761453,9.751824213
9.458997354,10.07018563
9.584763719,10.82743424
7.074270736,8.067110898
8.549129404,10.53827677
8.986250419,9.787763036
9.96991942,11.51830493
9.255765967,10.29427277
10.33425,11.12469989
10.6350487,11.49094477
8.620812917,10.45947525
9.815484847,10.33956527
9.593189729,9.612381057
9.489067547,10.64087368
10.52704801,9.635680312
8.975067074,9.765315329
7.953649544,9.823285121
7.887874442,10.0760781
11.02178961,11.25746992
9.926292707,11.29725072
7.465594004,9.183212118
9.084662781,9.441922032
9.537175225,9.242242481
9.222508516,10.42386188
9.51908496,8.99871699
8.119714336,9.660818459
9.510888942,10.30465149
9.182624264,10.39388968
9.716518449,10.73369667
8.834546999,11.17138034
11.00076179,9.692329703
9.127027152,10.91462775
8.845785469,9.341393489
10.4142611,11.24243182
8.252737267,10.00861364
8.66840226,9.358860357
8.775347739,9.738085122
9.125823426,9.929809226
9.547246043,10.63339445
9.152580771,9.536226965
9.126481611,10.34467591
9.263246583,9.985569181
9.773243319,10.25299474
9.209699337,11.14572569
8.260655153,10.48016214
9.252733509,10.03134361
7.921244468,8.193215401
8.852431293,8.332131106
8.968568003,8.198212367
8.25206982,10.3684639
8.70449634,8.21431302
9.508747213,10.46051652
10.69042696,11.48168852
7.95598192,7.437030059
8.59312604,9.841899026
10.12874639,12.14981223
9.267050367,10.67551974
10.66145055,9.811464515
9.339626728,10.49202298
9.276176546,9.705906933
9.860490723,10.59000779
9.104144796,10.18050456
10.98828286,10.62105187
8.474735828,10.59307142
8.776376015,9.991944267
7.827708751,10.67136907
8.67165486,10.11954159
10.38704284,10.56936935
10.54320934,10.5154315
8.853060941,10.60672437
8.625252458,9.452094629
10.01577844,9.91664093
8.836457534,10.24940725
9.226944385,9.347984362
8.237426254,9.610587513
8.384829191,9.733193303
8.871301032,9.973994686
7.394458468,9.644482169
9.321865578,9.528906294
10.82965092,10.71619455
10.80177302,11.01808914
9.697512003,9.111987487
9.705986567,11.46040295
8.591568598,9.919750972
7.299845389,9.771194679
8.399047478,11.11912911
10.1311287,10.9003113
10.38581198,10.71453967
10.45487422,10.44042242
8.749515309,10.26803136
10.69914333,11.05595815
9.805804907,9.332589264
10.17222943,11.70624398
6.249155118,10.13295896
8.887739065,9.485481325
10.32587018,11.58524064
7.975170633,10.16056771
9.074277808,12.21973519
9.182025637,12.83351945
7.23970014,9.728668338
9.825559607,10.94500685
8.097633684,11.230365
8.857588778,10.03526838
10.52502523,11.78653608
10.31499528,9.568354275
9.030348735,10.66336188
9.423129946,9.941093349
8.636151188,9.964116344
9.534779428,8.35611764
9.615662237,9.152410347
8.080855444,9.028459412
9.939286779,9.549337459
11.02712663,10.7096583
9.319250371,10.11762658
9.861533075,9.284584124
9.014320325,11.77971266
8.407654699,9.600411909
8.079597319,9.193899173
7.688206888,8.81109597
9.192327566,10.36498179
9.865893651,9.471387897
8.393502977,9.343898926
8.586591427,9.391484964
8.102192896,9.376032602
9.541765556,11.37233995
9.25602703,10.0423495
11.1875476,11.36145254
8.632923626,8.628868938
9.653493346,9.976492208
7.619117998,11.77214314
8.034277295,9.25689091
5.859400517,9.479144342
7.934860706,9.60746678
8.992267655,9.962128082
7.572487043,10.1972735
10.68266703,11.22123922
8.212581516,9.351827368
8.989750022,9.524456504
8.46626641,8.657655294
8.131663855,10.79882584
9.354392547,10.02329268
8.553294109,8.732187686
7.986284291,9.809837071
9.372648832,9.951481912
8.588690502,10.19778175
7.260022519,10.61364104
8.666024938,11.44517365
9.345545671,10.44883765
9.606674976,10.77655361
9.15369524,11.57440586
9.04899502,9.390788382
9.068574642,9.623642574
10.88890082,11.33705609
8.976014199,10.84206443
5.882213414,8.461661884
8.90920312,9.976575772
7.367761462,10.14204982
10.16765639,10.51933857
10.33769517,9.233191451
8.550576897,10.73044061
8.579186567,10.47264441
9.244790899,10.08509119
10.33086297,10.71142599
10.91714893,10.15651433
8.854212539,10.32125758
9.087365911,9.307283738
7.636109973,10.65066102
9.36282756,8.871954093
9.50066606,9.617590245
8.96984547,11.17341605
10.13133128,10.28924849
10.15300231,9.0136283
8.310119393,9.390602747
9.257121726,9.297050045
8.716131347,8.527334704
10.70094058,10.99611429
8.389435154,9.365134225
9.140886665,8.974405543
9.844870498,9.01695106
7.704895903,9.272930372
9.953535252,9.732189025
9.281141178,9.612623775
8.06799074,9.83286345
8.602796998,7.20295199
7.688164882,10.81141681
8.88291728,9.118083701
9.016482216,9.335099825
10.3657655,10.82610475
8.577647561,9.880455332
8.391892421,9.344977561
8.693620903,10.9218994
7.878534424,8.201744798
8.699163652,10.4180007
9.01609081,10.82165925
9.589965046,11.38090675
10.00784342,10.50954334
9.059507464,8.757886842
9.461146837,8.344257213
9.644747771,10.03905866
8.854788983,10.86614261
9.28141751,9.023406961
9.933045542,9.326395521
8.769308068,11.5131053
8.444043452,10.07922663
9.031792859,9.409866645
8.819468402,10.58676798
11.50656641,10.22029747
7.204232307,9.321060649
9.881929895,11.36162231
10.16031,10.14972042
6.787596095,9.550341686
7.883882983,9.572503479
8.620237059,11.4236925
9.530493632,10.44664319
7.64616608,10.10838775
10.54763373,11.43238821
9.400769977,10.21258204
10.2105839,9.935479942
10.0617344,10.11740666
9.862145899,9.701777711
10.40451989,10.34490712
8.794305748,9.687271112
9.633902718,11.30082804
7.456875808,10.54617986
8.997597728,11.73594542
7.932537336,7.623899768
8.703451906,9.714809934
8.123955941,10.44848981
8.816910094,9.092335392
8.024893371,9.250502515
9.534255346,10.76596517
8.251862605,11.32252319
8.236575549,10.3369661
7.12971316,7.666888465
9.380887356,11.03087165
10.98239722,10.52399453
8.7510791,8.643207376
8.357300122,8.424317861
8.085590897,9.86775906
8.611733022,9.868064138
10.17761737,9.15354188
9.154565888,10.28746898
8.225319063,8.959854697
8.94151501,9.760231931
10.39066479,10.71412823
8.176426067,8.673956942
8.386890059,9.66536822
10.15888821,9.782112709
9.555992248,9.049462556
9.626928856,9.295920154
8.286244072,10.65812607
8.815482352,9.171694315
9.310989642,11.2541906
8.535971123,10.77020127
9.801030553,8.818131405
8.772744855,9.649553609
8.765101567,10.02311287
9.053498359,8.939468964
10.3090539,11.04190605
8.155237711,11.92122117
7.699403908,8.999167339
9.367992254,11.75782354
8.263254185,9.098987056
6.912535089,9.613257345
8.370005925,10.18268143
10.99450697,10.45329383
9.157648606,8.770838466
9.969826625,10.59222553
9.750687111,10.46889188
8.330279197,9.346995912
8.050021534,9.687261887
8.77642647,9.236185639
10.17426585,10.50957491
9.212517593,10.08270517
8.820894829,10.61146316
9.12355955,9.955097539
9.547521711,9.858619453
9.099443594,11.031312
9.5773018,9.256676591
9.523318324,9.230049989
9.30044704,10.26643299
9.558392859,10.48691914
9.224941869,10.86117827
7.040293443,8.344833503
8.079310493,4.347878119
16.72713402,-0.873767776
7.476628816,9.459369665
14.58257277,5.411618997
18.33986753,11.29887355
13.26118844,12.978309
-0.247387177,19.35040725
